Point_ID,Vegetation_Layer,Percent_Cover,Species_Code,Scientific_Name,Common_Name
AA40178,Shrub,20,schter,Schinus terebinthifolius,Brazilian Pepper
AA40008,Shrub,60,morcer,Morella cerifera,Wax Myrtle
AA40008,Shrub,40,perbor,Persea borbonia,Red Bay
AA40157,Shrub,10,bacang,Baccharis angustifolia,Saltwater Falsewillow
AA40157,Shrub,10,rhiman,Rhizophora mangle,Red Mangrove
AA40157,Shrub,30,perbor,Persea borbonia,Red Bay
AA40157,Shrub,20,anngla,Annona glabra,Pond Apple
AA40157,Shrub,20,conere,Conocarpus erectus,Buttonwood
AA40157,Shrub,10,morcer,Morella cerifera,Wax Myrtle
AA40128,Shrub,10,rhiman,Rhizophora mangle,Red Mangrove
AA40128,Shrub,20,perbor,Persea borbonia,Red Bay
AA40128,Shrub,20,morcer,Morella cerifera,Wax Myrtle
AA40128,Shrub,10,anngla,Annona glabra,Pond Apple
AA40128,Shrub,20,chrica,Chrysobalanus icaco,Cocoplum
AA40128,Shrub,20,conere,Conocarpus erectus,Buttonwood
AA40110,Shrub,100,lagrac,Laguncularia racemosa,White Mangrove
AA40162,Shrub,100,rhiman,Rhizophora mangle,Red Mangrove
AA40010,Shrub,20,rhiman,Rhizophora mangle,Red Mangrove
AA40010,Shrub,20,morcer,Morella cerifera,Wax Myrtle
AA40010,Shrub,20,ilecas,Ilex cassine,Dahoon
AA40010,Shrub,10,anngla,Annona glabra,Pond Apple
AA40010,Shrub,10,salcar,Salix caroliniana,Carolina Willow
AA40010,Shrub,20,conere,Conocarpus erectus,Buttonwood
AA40009,Shrub,10,ilecas,Ilex cassine,Dahoon
AA40009,Shrub,20,chrica,Chrysobalanus icaco,Cocoplum
AA40009,Shrub,40,rhiman,Rhizophora mangle,Red Mangrove
AA40009,Shrub,10,perbor,Persea borbonia,Red Bay
AA40009,Shrub,5,anngla,Annona glabra,Pond Apple
AA40009,Shrub,10,morcer,Morella cerifera,Wax Myrtle
AA40009,Shrub,5,magvir,Magnolia virginiana,Sweetbay
AA40181,Shrub,20,morcer,Morella cerifera,Wax Myrtle
AA40181,Shrub,10,salcar,Salix caroliniana,Carolina Willow
AA40181,Shrub,70,rhiman,Rhizophora mangle,Red Mangrove
AA40233,Shrub,20,morcer,Morella cerifera,Wax Myrtle
AA40233,Shrub,70,rhiman,Rhizophora mangle,Red Mangrove
AA40233,Shrub,10,bachal,Baccharis halimifolia,Groundsel Tree
AA40250,Shrub,20,conere,Conocarpus erectus,Buttonwood
AA40250,Shrub,80,junroe,Juncus roemerianus,Needle Rush
AA40219,Shrub,20,conere,Conocarpus erectus,Buttonwood
AA40219,Shrub,10,morcer,Morella cerifera,Wax Myrtle
AA40219,Shrub,50,rhiman,Rhizophora mangle,Red Mangrove
AA40219,Shrub,10,mettox,Metopium toxiferum,Florida Posiontree
AA40219,Shrub,10,sabpal,Sabal palmetto,Cabbage Palm
AA40072,Shrub,40,rhiman,Rhizophora mangle,Red Mangrove
AA40072,Shrub,10,bacang,Baccharis angustifolia,Saltwater Falsewillow
AA40072,Shrub,10,mettox,Metopium toxiferum,Florida Posiontree
AA40072,Shrub,10,sidrec,Sideroxylon reclinatum,Florida Bully
AA40072,Shrub,20,conere,Conocarpus erectus,Buttonwood
AA40072,Shrub,10,sabpal,Sabal palmetto,Cabbage Palm
AA40033,Shrub,80,rhiman,Rhizophora mangle,Red Mangrove
AA40033,Shrub,20,lagrac,Laguncularia racemosa,White Mangrove
AA40054,Shrub,40,rhiman,Rhizophora mangle,Red Mangrove
AA40054,Shrub,10,sidrec,Sideroxylon reclinatum,Florida Bully
AA40054,Shrub,20,conere,Conocarpus erectus,Buttonwood
AA40054,Shrub,10,mettox,Metopium toxiferum,Florida Posiontree
AA40054,Shrub,10,sabpal,Sabal palmetto,Cabbage Palm
AA40054,Shrub,10,anngla,Annona glabra,Pond Apple
AA40189,Shrub,60,schter,Schinus terebinthifolius,Brazilian Pepper
AA40189,Shrub,20,morcer,Morella cerifera,Wax Myrtle
AA40189,Shrub,10,ilecas,Ilex cassine,Dahoon
AA40189,Shrub,10,perbor,Persea borbonia,Red Bay
AA40213,Shrub,20,rhiman,Rhizophora mangle,Red Mangrove
AA40213,Shrub,10,sidrec,Sideroxylon reclinatum,Florida Bully
AA40213,Shrub,20,conere,Conocarpus erectus,Buttonwood
AA40213,Shrub,10,mettox,Metopium toxiferum,Florida Posiontree
AA40213,Shrub,20,morcer,Morella cerifera,Wax Myrtle
AA40213,Shrub,20,bacang,Baccharis angustifolia,Saltwater Falsewillow
AA40131,Shrub,20,bacang,Baccharis angustifolia,Saltwater Falsewillow
AA40131,Shrub,10,sidrec,Sideroxylon reclinatum,Florida Bully
AA40131,Shrub,10,mettox,Metopium toxiferum,Florida Posiontree
AA40131,Shrub,30,conere,Conocarpus erectus,Buttonwood
AA40131,Shrub,20,rhiman,Rhizophora mangle,Red Mangrove
AA40131,Shrub,10,morcer,Morella cerifera,Wax Myrtle
AA40055,Shrub,30,rhiman,Rhizophora mangle,Red Mangrove
AA40055,Shrub,40,conere,Conocarpus erectus,Buttonwood
AA40055,Shrub,10,mettox,Metopium toxiferum,Florida Posiontree
AA40055,Shrub,20,morcer,Morella cerifera,Wax Myrtle
AA40127,Shrub,20,conere,Conocarpus erectus,Buttonwood
AA40127,Shrub,40,rhiman,Rhizophora mangle,Red Mangrove
AA40127,Shrub,15,chrica,Chrysobalanus icaco,Cocoplum
AA40127,Shrub,20,morcer,Morella cerifera,Wax Myrtle
AA40127,Shrub,5,ilecas,Ilex cassine,Dahoon
AA40122,Shrub,50,rhiman,Rhizophora mangle,Red Mangrove
AA40122,Shrub,10,sabpal,Sabal palmetto,Cabbage Palm
AA40122,Shrub,20,chrica,Chrysobalanus icaco,Cocoplum
AA40122,Shrub,10,morcer,Morella cerifera,Wax Myrtle
AA40122,Shrub,10,conere,Conocarpus erectus,Buttonwood
AA40136,Shrub,25,ilecas,Ilex cassine,Dahoon
AA40136,Shrub,30,morcer,Morella cerifera,Wax Myrtle
AA40136,Shrub,10,magvir,Magnolia virginiana,Sweetbay
AA40136,Shrub,10,salcar,Salix caroliniana,Carolina Willow
AA40136,Shrub,5,myrflo,Myrsine floridana,Guianese Colicwood
AA40136,Shrub,10,sabpal,Sabal palmetto,Cabbage Palm
AA40136,Shrub,10,anngla,Annona glabra,Pond Apple
AA40179,Shrub,10,sabpal,Sabal palmetto,Cabbage Palm
AA40179,Shrub,40,ilecas,Ilex cassine,Dahoon
AA40179,Shrub,50,morcer,Morella cerifera,Wax Myrtle
AA40104,Shrub,70,anngla,Annona glabra,Pond Apple
AA40104,Shrub,30,salcar,Salix caroliniana,Carolina Willow
AA40052,Shrub,100,rhiman,Rhizophora mangle,Red Mangrove
AA40194,Shrub,50,rhiman,Rhizophora mangle,Red Mangrove
AA40194,Shrub,20,morcer,Morella cerifera,Wax Myrtle
AA40194,Shrub,20,chrica,Chrysobalanus icaco,Cocoplum
AA40194,Shrub,10,ilecas,Ilex cassine,Dahoon
AA40087,Shrub,50,rhiman,Rhizophora mangle,Red Mangrove
AA40087,Shrub,40,conere,Conocarpus erectus,Buttonwood
AA40087,Shrub,10,morcer,Morella cerifera,Wax Myrtle
AA40191,Shrub,50,rhiman,Rhizophora mangle,Red Mangrove
AA40191,Shrub,40,conere,Conocarpus erectus,Buttonwood
AA40191,Shrub,10,morcer,Morella cerifera,Wax Myrtle
AA40084,Shrub,20,conere,Conocarpus erectus,Buttonwood
AA40084,Shrub,20,morcer,Morella cerifera,Wax Myrtle
AA40084,Shrub,50,rhiman,Rhizophora mangle,Red Mangrove
AA40084,Shrub,5,ilecas,Ilex cassine,Dahoon
AA40084,Shrub,5,mettox,Metopium toxiferum,Florida Posiontree
AA40209,Shrub,20,conere,Conocarpus erectus,Buttonwood
AA40209,Shrub,50,rhiman,Rhizophora mangle,Red Mangrove
AA40209,Shrub,20,morcer,Morella cerifera,Wax Myrtle
AA40209,Shrub,10,sabpal,Sabal palmetto,Cabbage Palm
AA40138,Shrub,60,rhiman,Rhizophora mangle,Red Mangrove
AA40138,Shrub,20,morcer,Morella cerifera,Wax Myrtle
AA40138,Shrub,10,salcar,Salix caroliniana,Carolina Willow
AA40138,Shrub,10,perbor,Persea borbonia,Red Bay
AA40030,Shrub,100,schter,Schinus terebinthifolius,Brazilian Pepper
AA40165,Shrub,80,schter,Schinus terebinthifolius,Brazilian Pepper
AA40165,Shrub,20,rhiman,Rhizophora mangle,Red Mangrove
AA40137,Shrub,80,schter,Schinus terebinthifolius,Brazilian Pepper
AA40137,Shrub,20,rhiman,Rhizophora mangle,Red Mangrove
AA40042,Shrub,80,schter,Schinus terebinthifolius,Brazilian Pepper
AA40042,Shrub,20,rhiman,Rhizophora mangle,Red Mangrove
AA40218,Shrub,100,lagrac,Laguncularia racemosa,White Mangrove
AA40195,Shrub,70,schter,Schinus terebinthifolius,Brazilian Pepper
AA40195,Shrub,10,bacang,Baccharis angustifolia,Saltwater Falsewillow
AA40195,Shrub,20,sabpal,Sabal palmetto,Cabbage Palm
AA40133,Shrub,90,lagrac,Laguncularia racemosa,White Mangrove
AA40133,Shrub,10,bacang,Baccharis angustifolia,Saltwater Falsewillow
AA40027,Shrub,20,rhiman,Rhizophora mangle,Red Mangrove
AA40027,Shrub,80,conere,Conocarpus erectus,Buttonwood
AA40021,Shrub,90,rhiman,Rhizophora mangle,Red Mangrove
AA40021,Shrub,10,sabpal,Sabal palmetto,Cabbage Palm
AA40007,Shrub,20,perbor,Persea borbonia,Red Bay
AA40007,Shrub,40,schter,Schinus terebinthifolius,Brazilian Pepper
AA40007,Shrub,10,chrica,Chrysobalanus icaco,Cocoplum
AA40007,shrub,20,conere,Conocarpus erectus,Buttonwood
AA40007,Shrub,5,morcer,Morella cerifera,Wax Myrtle
AA40007,Shrub,5,daleca,Dalbergia ecastaphyllum,Coinvine
AA40245,Shrub,50,rhiman,Rhizophora mangle,Red Mangrove
AA40245,Shrub,20,morcer,Morella cerifera,Wax Myrtle
AA40245,Shrub,30,conere,Conocarpus erectus,Buttonwood
AA40197,Shrub,40,rhiman,Rhizophora mangle,Red Mangrove
AA40197,Shrub,20,lagrac,Laguncularia racemosa,White Mangrove
AA40197,Shrub,20,conere,Conocarpus erectus,Buttonwood
AA40197,Shrub,20,schter,Schinus terebinthifolius,Brazilian Pepper
AA40202,Shrub,65,schter,Schinus terebinthifolius,Brazilian Pepper
AA40202,Shrub,10,morcer,Morella cerifera,Wax Myrtle
AA40202,Shrub,20,conere,Conocarpus erectus,Buttonwood
AA40202,Shrub,5,mettox,Metopium toxiferum,Florida Posiontree
AA40090,Shrub,50,rhiman,Rhizophora mangle,Red Mangrove
AA40090,Shrub,20,perbor,Persea borbonia,Red Bay
AA40090,Shrub,30,conere,Conocarpus erectus,Buttonwood
AA40099,Shrub,10,perbor,Persea borbonia,Red Bay
AA40099,Shrub,50,rhiman,Rhizophora mangle,Red Mangrove
AA40099,Shrub,30,conere,Conocarpus erectus,Buttonwood
AA40099,Shrub,10,morcer,Morella cerifera,Wax Myrtle
AA40134,Shrub,30,conere,Conocarpus erectus,Buttonwood
AA40134,Shrub,20,morcer,Morella cerifera,Wax Myrtle
AA40134,Shrub,40,lagrac,Laguncularia racemosa,White Mangrove
AA40134,Shrub,10,bacang,Baccharis angustifolia,Saltwater Falsewillow
AA40098,Shrub,60,conere,Conocarpus erectus,Buttonwood
AA40098,Shrub,10,morcer,Morella cerifera,Wax Myrtle
AA40098,Shrub,10,perbor,Persea borbonia,Red Bay
AA40098,Shrub,20,lagrac,Laguncularia racemosa,White Mangrove
AA40060,Shrub,80,schter,Schinus terebinthifolius,Brazilian Pepper
AA40060,Shrub,10,morcer,Morella cerifera,Wax Myrtle
AA40060,Shrub,10,rhiman,Rhizophora mangle,Red Mangrove
AA40200,Shrub,50,lagrac,Laguncularia racemosa,White Mangrove
AA40200,Shrub,10,aviger,Avicennia germinans,Black Mangrove
AA40200,Shrub,40,schter,Schinus terebinthifolius,Brazilian Pepper
AA40079,Shrub,90,schter,Schinus terebinthifolius,Brazilian Pepper
AA40079,Shrub,10,rhiman,Rhizophora mangle,Red Mangrove
AA40035,Shrub,100,lagrac,Laguncularia racemosa,White Mangrove
AA40212,Shrub,100,aviger,Avicennia germinans,Black Mangrove
AA40214,Shrub,50,rhiman,Rhizophora mangle,Red Mangrove
AA40214,Shrub,50,aviger,Avicennia germinans,Black Mangrove
AA40067,Shrub,40,aviger,Avicennia germinans,Black Mangrove
AA40067,Shrub,60,rhiman,Rhizophora mangle,Red Mangrove
AA40217,Shrub,80,aviger,Avicennia germinans,Black Mangrove
AA40217,Shrub,20,rhiman,Rhizophora mangle,Red Mangrove
AA40163,Shrub,80,aviger,Avicennia germinans,Black Mangrove
AA40163,Shrub,20,rhiman,Rhizophora mangle,Red Mangrove
AA40187,Shrub,80,aviger,Avicennia germinans,Black Mangrove
AA40187,Shrub,20,lagrac,Laguncularia racemosa,White Mangrove
AA40158,Shrub,70,rhiman,Rhizophora mangle,Red Mangrove
AA40158,Shrub,30,lagrac,Laguncularia racemosa,White Mangrove
AA40201,Shrub,100,lagrac,Laguncularia racemosa,White Mangrove
AA40056,Shrub,100,aviger,Avicennia germinans,Black Mangrove
AA40188,Shrub,100,aviger,Avicennia germinans,Black Mangrove
AA40040,Shrub,100,aviger,Avicennia germinans,Black Mangrove
AA40039,Shrub,70,rhiman,Rhizophora mangle,Red Mangrove
AA40039,Shrub,30,aviger,Avicennia germinans,Black Mangrove
AA40112,Shrub,100,aviger,Avicennia germinans,Black Mangrove
AA40012,Shrub,80,lagrac,Laguncularia racemosa,White Mangrove
AA40012,Shrub,20,aviger,Avicennia germinans,Black Mangrove
AA40120,Shrub,50,lagrac,Laguncularia racemosa,White Mangrove
AA40120,Shrub,50,rhiman,Rhizophora mangle,Red Mangrove
AA40019,Shrub,100,rhiman,Rhizophora mangle,Red Mangrove
AA40108,Shrub,34,lagrac,Laguncularia racemosa,White Mangrove
AA40108,Shrub,33,aviger,Avicennia germinans,Black Mangrove
AA40108,Shrub,33,rhiman,Rhizophora mangle,Red Mangrove
AA40101,Shrub,70,lagrac,Laguncularia racemosa,White Mangrove
AA40101,Shrub,20,aviger,Avicennia germinans,Black Mangrove
AA40101,Shrub,10,rhiman,Rhizophora mangle,Red Mangrove
AA40236,Shrub,70,schter,Schinus terebinthifolius,Brazilian Pepper
AA40236,Shrub,20,rhiman,Rhizophora mangle,Red Mangrove
AA40236,Shrub,10,conere,Conocarpus erectus,Buttonwood
AA40228,Shrub,80,rhiman,Rhizophora mangle,Red Mangrove
AA40228,Shrub,20,conere,Conocarpus erectus,Buttonwood
AA40139,Shrub,50,rhiman,Rhizophora mangle,Red Mangrove
AA40139,Shrub,20,sabpal,Sabal palmetto,Cabbage Palm
AA40139,Shrub,10,morcer,Morella cerifera,Wax Myrtle
AA40139,Shrub,20,schter,Schinus terebinthifolius,Brazilian Pepper
AA40115,Shrub,30,rhiman,Rhizophora mangle,Red Mangrove
AA40115,Shrub,50,conere,Conocarpus erectus,Buttonwood
AA40115,Shrub,20,morcer,Morella cerifera,Wax Myrtle
AA40238,Shrub,40,rhiman,Rhizophora mangle,Red Mangrove
AA40238,Shrub,20,conere,Conocarpus erectus,Buttonwood
AA40238,Shrub,20,morcer,Morella cerifera,Wax Myrtle
AA40238,Shrub,10,perbor,Persea borbonia,Red Bay
AA40238,Shrub,10,sabpal,Sabal palmetto,Cabbage Palm
AA40086,Shrub,60,rhiman,Rhizophora mangle,Red Mangrove
AA40086,Shrub,10,ilecas,Ilex cassine,Dahoon
AA40086,Shrub,20,morcer,Morella cerifera,Wax Myrtle
AA40086,Shrub,10,perbor,Persea borbonia,Red Bay
AA40001,Shrub,60,bacang,Baccharis angustifolia,Saltwater Falsewillow
AA40001,Shrub,20,ilecas,Ilex cassine,Dahoon
AA40001,Shrub,20,morcer,Morella cerifera,Wax Myrtle
AA40043,Shrub,100,rhiman,Rhizophora mangle,Red Mangrove
AA40116,Shrub,40,lagrac,Laguncularia racemosa,White Mangrove
AA40116,Shrub,60,rhiman,Rhizophora mangle,Red Mangrove
AA40160,Shrub,30,schter,Schinus terebinthifolius,Brazilian Pepper
AA40160,Shrub,70,conere,Conocarpus erectus,Buttonwood
AA40002,Shrub,30,rhiman,Rhizophora mangle,Red Mangrove
AA40002,Shrub,20,chrica,Chrysobalanus icaco,Cocoplum
AA40002,Shrub,20,morcer,Morella cerifera,Wax Myrtle
AA40002,Shrub,10,schter,Schinus terebinthifolius,Brazilian Pepper
AA40002,Shrub,20,perbor,Persea borbonia,Red Bay
AA40146,Shrub,10,sabpal,Sabal palmetto,Cabbage Palm
AA40146,Shrub,10,salcar,Salix caroliniana,Carolina Willow
AA40146,Shrub,20,ilecas,Ilex cassine,Dahoon
AA40146,Shrub,40,morcer,Morella cerifera,Wax Myrtle
AA40146,Shrub,20,perbor,Persea borbonia,Red Bay
AA40073,Shrub,50,rhiman,Rhizophora mangle,Red Mangrove
AA40073,Shrub,20,conere,Conocarpus erectus,Buttonwood
AA40073,Shrub,10,mettox,Metopium toxiferum,Florida Posiontree
AA40073,Shrub,20,morcer,Morella cerifera,Wax Myrtle
AA40091,Shrub,40,rhiman,Rhizophora mangle,Red Mangrove
AA40091,Shrub,20,perbor,Persea borbonia,Red Bay
AA40091,Shrub,10,sabpal,Sabal palmetto,Cabbage Palm
AA40091,Shrub,20,morcer,Morella cerifera,Wax Myrtle
AA40091,Shrub,10,salcar,Salix caroliniana,Carolina Willow
AA40061,Shrub,70,rhiman,Rhizophora mangle,Red Mangrove
AA40061,Shrub,10,morcer,Morella cerifera,Wax Myrtle
AA40061,Shrub,10,chrica,Chrysobalanus icaco,Cocoplum
AA40061,Shrub,10,perbor,Persea borbonia,Red Bay
AA40125,Shrub,100,rhiman,Rhizophora mangle,Red Mangrove
AA40114,Shrub,100,rhiman,Rhizophora mangle,Red Mangrove
AA40100,Shrub,100,chrica,Chrysobalanus icaco,Cocoplum
AA40032,Shrub,100,taxdis,Taxodium distichum,Bald Crypress
AA40075,Shrub,100,taxdis,Taxodium distichum,Bald Crypress
AA40011,Shrub,,rhiman,Rhizophora mangle,Red Mangrove
AA40011,Shrub,,mettox,Metopium toxiferum,Florida Posiontree
AA40011,Shrub,,chrica,Chrysobalanus icaco,Cocoplum
AA40011,Shrub,,ilecas,Ilex cassine,Dahoon
AA40011,Shrub,,morcer,Morella cerifera,Wax Myrtle
AA40211,Shrub,40,morcer,Morella cerifera,Wax Myrtle
AA40211,Shrub,40,salcar,Salix caroliniana,Carolina Willow
AA40211,Shrub,20,perbor,Persea borbonia,Red Bay
AA40113,Shrub,60,rhiman,Rhizophora mangle,Red Mangrove
AA40113,Shrub,10,perbor,Persea borbonia,Red Bay
AA40113,Shrub,20,morcer,Morella cerifera,Wax Myrtle
AA40113,Shrub,10,chrica,Chrysobalanus icaco,Cocoplum
AA40023,Shrub,30,conere,Conocarpus erectus,Buttonwood
AA40023,Shrub,50,rhiman,Rhizophora mangle,Red Mangrove
AA40023,Shrub,20,morcer,Morella cerifera,Wax Myrtle
AA40022,Shrub,100,rhiman,Rhizophora mangle,Red Mangrove
AA40118,Shrub,30,rhiman,Rhizophora mangle,Red Mangrove
AA40118,Shrub,10,perbor,Persea borbonia,Red Bay
AA40118,Shrub,20,morcer,Morella cerifera,Wax Myrtle
AA40118,Shrub,20,ilecas,Ilex cassine,Dahoon
AA40118,Shrub,10,salcar,Salix caroliniana,Carolina Willow
AA40118,Shrub,10,chrica,Chrysobalanus icaco,Cocoplum
AA40184,Shrub,50,rhiman,Rhizophora mangle,Red Mangrove
AA40184,Shrub,20,conere,Conocarpus erectus,Buttonwood
AA40184,Shrub,10,bacang,Baccharis angustifolia,Saltwater Falsewillow
AA40184,Shrub,10,sidrec,Sideroxylon reclinatum,Florida Bully
AA40184,Shrub,10,perbor,Persea borbonia,Red Bay
AA40207,Shrub,70,rhiman,Rhizophora mangle,Red Mangrove
AA40207,Shrub,20,conere,Conocarpus erectus,Buttonwood
AA40207,Shrub,10,lagrac,Laguncularia racemosa,White Mangrove
AA40140,Shrub,30,lagrac,Laguncularia racemosa,White Mangrove
AA40140,Shrub,60,rhiman,Rhizophora mangle,Red Mangrove
AA40140,Shrub,10,aviger,Avicennia germinans,Black Mangrove
AA40102,Shrub,100,aviger,Avicennia germinans,Black Mangrove
AA40024,Shrub,100,schter,Schinus terebinthifolius,Brazilian Pepper
AA40135,Shrub,80,rhiman,Rhizophora mangle,Red Mangrove
AA40135,Shrub,20,lagrac,Laguncularia racemosa,White Mangrove
AA40142,Shrub,50,rhiman,Rhizophora mangle,Red Mangrove
AA40142,Shrub,10,aviger,Avicennia germinans,Black Mangrove
AA40142,Shrub,20,lagrac,Laguncularia racemosa,White Mangrove
AA40142,Shrub,20,conere,Conocarpus erectus,Buttonwood
AA40003,Shrub,40,schter,Schinus terebinthifolius,Brazilian Pepper
AA40003,Shrub,60,conere,Conocarpus erectus,Buttonwood
AA40239,Shrub,65,rhiman,Rhizophora mangle,Red Mangrove
AA40239,Shrub,20,lagrac,Laguncularia racemosa,White Mangrove
AA40239,Shrub,10,conere,Conocarpus erectus,Buttonwood
AA40239,Shrub,5,schter,Schinus terebinthifolius,Brazilian Pepper
AA40215,Shrub,100,rhiman,Rhizophora mangle,Red Mangrove
AA40005,Shrub,50,morcer,Morella cerifera,Wax Myrtle
AA40005,Shrub,40,conere,Conocarpus erectus,Buttonwood
AA40005,Shrub,10,perbor,Persea borbonia,Red Bay
AA40006,Shrub,49,morcer,Morella cerifera,Wax Myrtle
AA40006,Shrub,20,schter,Schinus terebinthifolius,Brazilian Pepper
AA40006,Shrub,30,conere,Conocarpus erectus,Buttonwood
AA40006,Shrub,1,perbor,Persea borbonia,Red Bay
AA40156,Shrub,30,conere,Conocarpus erectus,Buttonwood
AA40156,Shrub,20,morcer,Morella cerifera,Wax Myrtle
AA40156,Shrub,50,perbor,Persea borbonia,Red Bay
AA40182,Shrub,30,conere,Conocarpus erectus,Buttonwood
AA40182,Shrub,20,ilecas,Ilex cassine,Dahoon
AA40182,Shrub,20,lagrac,Laguncularia racemosa,White Mangrove
AA40182,Shrub,20,schter,Schinus terebinthifolius,Brazilian Pepper
AA40182,Shrub,10,morcer,Morella cerifera,Wax Myrtle
AA40004,Shrub,100,conere,Conocarpus erectus,Buttonwood
AA40222,Shrub,20,ilecas,Ilex cassine,Dahoon
AA40222,Shrub,60,lagrac,Laguncularia racemosa,White Mangrove
AA40222,Shrub,10,conere,Conocarpus erectus,Buttonwood
AA40222,Shrub,10,rhiman,Rhizophora mangle,Red Mangrove
AA40186,Shrub,50,conere,Conocarpus erectus,Buttonwood
AA40186,Shrub,10,sabpal,Sabal palmetto,Cabbage Palm
AA40186,Shrub,20,rhiman,Rhizophora mangle,Red Mangrove
AA40186,Shrub,20,morcer,Morella cerifera,Wax Myrtle
AA40240,Shrub,20,schter,Schinus terebinthifolius,Brazilian Pepper
AA40240,Shrub,70,rhiman,Rhizophora mangle,Red Mangrove
AA40240,Shrub,10,sidrec,Sideroxylon reclinatum,Florida Bully
AA40164,Shrub,20,lagrac,Laguncularia racemosa,White Mangrove
AA40164,Shrub,20,conere,Conocarpus erectus,Buttonwood
AA40164,Shrub,20,morcer,Morella cerifera,Wax Myrtle
AA40164,Shrub,30,rhiman,Rhizophora mangle,Red Mangrove
AA40164,Shrub,10,bacang,Baccharis angustifolia,Saltwater Falsewillow
AA40018,Shrub,100,rhiman,Rhizophora mangle,Red Mangrove
AA30006,Shrub,20,rhiman,Rhizophora mangle,Red Mangrove
AA30006,Shrub,80,lagrac,Laguncularia racemosa,White Mangrove
AA40168,Shrub,50,rhiman,Rhizophora mangle,Red Mangrove
AA40168,Shrub,10,schter,Schinus terebinthifolius,Brazilian Pepper
AA40168,Shrub,20,conere,Conocarpus erectus,Buttonwood
AA40168,Shrub,10,morcer,Morella cerifera,Wax Myrtle
AA40168,Shrub,5,sabpal,Sabal palmetto,Cabbage Palm
AA40168,Shrub,5,cocdiv,Coccoloba diversifolia,Tietongue
AA30107,Shrub,10,morcer,Morella cerifera,Wax Myrtle
AA30017,Shrub,80,conere,Conocarpus erectus,Buttonwood
AA30017,Shrub,10,schter,Schinus terebinthifolius,Brazilian Pepper
AA30017,Shrub,10,sabpal,Sabal palmetto,Cabbage Palm
AA30005,Shrub,100,rhiman,Rhizophora mangle,Red Mangrove
AA20025,Shrub,5,ilecas,Ilex cassine,Dahoon
AA20025,Shrub,5,mettox,Metopium toxiferum,Florida Posiontree
AA20133,Shrub,30,borfru,Borrichia frutescens,Bushy Seaside Oxeye
AA10037,Tree,30,magvir,Magnolia virginiana,Sweetbay
AA10037,Tree,50,salcar,Salix caroliniana,Carolina Willow
AA10037,Tree,20,anngla,Annona glabra,Pond Apple
AA10045,Tree,60,chrica,Chrysobalanus icaco,Cocoplum
AA10045,Tree,10,morcer,Morella cerifera,Wax Myrtle
AA10045,Tree,20,mettox,Metopium toxiferum,Florida Posiontree
AA10045,Tree,10,perbor,Persea borbonia,Red Bay
AA10051,Tree,100,melqui,Melaleuca quinquenervia,Punktree
AA10013,Tree,100,melqui,Melaleuca quinquenervia,Punktree
AA10278,Tree,20,magvir,Magnolia virginiana,Sweetbay
AA10278,Tree,10,salcar,Salix caroliniana,Carolina Willow
AA10278,Tree,30,bursim,Bursera simaruba,Gumbo Limbo
AA10278,Tree,5,sidsal,Sideroxylon salicifolium,Willow Bustic
AA10278,Tree,10,quevir,Quercus virginiana,Live Oak
AA10278,Tree,10,ficaur,Ficus aurea,Strangler Fig
AA10278,Tree,15,cocdiv,Coccoloba diversifolia,Tietongue
AA10279,Tree,50,magvir,Magnolia virginiana,Sweetbay
AA10279,Tree,10,ilecas,Ilex cassine,Dahoon
AA10279,Tree,30,salcar,Salix caroliniana,Carolina Willow
AA10279,Tree,10,perbor,Persea borbonia,Red Bay
AA10268,Tree,70,chrica,Chrysobalanus icaco,Cocoplum
AA10268,Tree,5,perbor,Persea borbonia,Red Bay
AA10268,Tree,20,magvir,Magnolia virginiana,Sweetbay
AA10268,Tree,5,salcar,Salix caroliniana,Carolina Willow
AA10231,Tree,20,rhiman,Rhizophora mangle,Red Mangrove
AA10231,Tree,40,chrica,Chrysobalanus icaco,Cocoplum
AA10231,Tree,10,salcar,Salix caroliniana,Carolina Willow
AA10231,Tree,10,perbor,Persea borbonia,Red Bay
AA10231,Tree,20,magvir,Magnolia virginiana,Sweetbay
AA10282,Tree,40,quevir,Quercus virginiana,Live Oak
AA10282,Tree,30,swimah,Swietenia mahagoni,West Indian Mahogany
AA10282,Tree,20,pinell,Pinus elliottii,Slash Pine
AA10282,Tree,10,mettox,Metopium toxiferum,Florida Posiontree
AA10283,Tree,30,lyslat,Lysiloma latisiliquum,False Tamarind
AA10283,Tree,10,mettox,Metopium toxiferum,Florida Posiontree
AA10283,Tree,5,pinell,Pinus elliottii,Slash Pine
AA10283,Tree,25,quevir,Quercus virginiana,Live Oak
AA10283,Tree,20,sidsal,Sideroxylon salicifolium,Willow Bustic
AA10283,Tree,10,bursim,Bursera simaruba,Gumbo Limbo
AA10260,Tree,100,pinell,Pinus elliottii,Slash Pine
AA10189,Tree,40,taxdis,Taxodium distichum,Bald Crypress
AA10189,Tree,10,magvir,Magnolia virginiana,Sweetbay
AA10189,Tree,50,sidsal,Sideroxylon salicifolium,Willow Bustic
AA10281,Tree,100,pinell,Pinus elliottii,Slash Pine
AA10280,Tree,10,sidfoe,Sideroxylon foetidissimum,False Mastic
AA10280,Tree,50,lyslat,Lysiloma latisiliquum,False Tamarind
AA10280,Tree,10,bursim,Bursera simaruba,Gumbo Limbo
