Point_ID,Visit_Date,Transport_Type,Veg_Code,Veg_Code_Name,Overall_Veg_Cover,Overall_Canopy_Height,Percentage_Tree,Percentage_Shrub,Percentage_Herb,Canopy_Tree,Canopy_Shrub,Canopy_Herb,Cattail,Exotics,Cell_Shape,Notes,decimalLongitude,decimalLatitude
AA20219,11/10/2010 0:00,helicopter,FMr,Red Mangrove Forest,90,10,60,40,0,10,4,0,none,,50m x 50m grid cell,,-80.6576512,25.14427436
AA20134,11/10/2010 0:00,helicopter,FMa,Black Mangrove Forest,90,10,60,20,20,10,4,1,none,,50m x 50m grid cell,,-80.6749381,25.17276034
AA20090,11/10/2010 0:00,helicopter,CMrO,Red Mangrove Scrub-Open Marsh,80,2,0,95,5,0,2,1,none,,50m x 50m grid cell,,-80.68833498,25.17278916
AA20199,11/10/2010 0:00,helicopter,CMrO,Red Mangrove Scrub-Open Marsh,70,2,15,80,5,10,2,2,none,,50m x 50m grid cell,CMrO code overrides WMcO found here.,-80.68435274,25.17774765
AA20039,11/10/2010 0:00,helicopter,SMXcr,Buttonwood-Red Mangrove Shrubland,70,4,50,40,10,10,4,2,none,,50m x 50m grid cell,SMXcr code overrides WMXcr found here.,-80.66994711,25.18358623
AA20029,11/10/2010 0:00,helicopter,FMc,Buttonwood Forest,90,12,70,10,20,12,4,2,none,,50m x 50m grid cell,,-80.68680374,25.18949288
AA20157,11/10/2010 0:00,helicopter,SMc,Buttonwood Shrubland,80,4,20,70,10,10,4,2,none,,50m x 50m grid cell,Only 16% bayhead species for the cell.,-80.67835328,25.19489321
AA20117,11/10/2010 0:00,helicopter,SSBT,Transitional Bayhead Shrubland,80,4,40,50,10,10,4,2,none,,50m x 50m grid cell,SSB code overrides WSH found here. 34% mangrove species,-80.68875316,25.20349468
AA20215,11/10/2010 0:00,helicopter,CMrO,Red Mangrove Scrub-Open Marsh,60,3,0,80,20,0,4,2,none,,50m x 50m grid cell,,-80.69023636,25.20575548
AA20082,11/10/2010 0:00,helicopter,SSBT,Transitional Bayhead Shrubland,80,4,40,30,30,12,4,2,none,,50m x 50m grid cell,SSBT code overrides WMcG found here.,-80.67732385,25.20888863
AA20001,11/10/2010 0:00,helicopter,SSBT,Transitional Bayhead Shrubland,90,4,20,60,20,10,4,2,none,,50m x 50m grid cell,SSBT code overrides WMcG found here.,-80.67038622,25.2048095
AA20175,11/10/2010 0:00,helicopter,FMXcr,Buttonwood-Red Mangrove Forest,100,12,70,20,10,12,4,2,none,EsS,50m x 50m grid cell,,-80.66443793,25.2020869
AA20242,11/10/2010 0:00,helicopter,CMrO,Red Mangrove Scrub-Open Marsh,80,2,10,70,20,12,4,2,none,,50m x 50m grid cell,Understory 14perc graminoid clajam dominant. CMrGc borderline.,-80.66048131,25.19711095
AA20113,11/10/2010 0:00,helicopter,FMc,Buttonwood Forest,100,12,80,20,0,15,4,0,none,,50m x 50m grid cell,,-80.64108279,25.21196586
AA20129,11/10/2010 0:00,helicopter,CMrO,Red Mangrove Scrub-Open Marsh,20,2,0,80,20,0,2,1,none,,50m x 50m grid cell,Mostly open water.,-80.62265146,25.23359364
AA20313,11/10/2010 0:00,helicopter,FMXcr,Buttonwood-Red Mangrove Forest,100,12,60,30,10,12,4,2,none,,50m x 50m grid cell,Borderline FSBT. May be good site for Chromolaena frustrata.,-80.63854082,25.22957253
AA20311,11/10/2010 0:00,helicopter,CMrO,Red Mangrove Scrub-Open Marsh,40,2,0,80,20,0,2,2,none,,50m x 50m grid cell,,-80.65440665,25.23049287
AA20248,11/10/2010 0:00,helicopter,CMrO,Red Mangrove Scrub-Open Marsh,40,2,0,60,40,0,2,1,none,,50m x 50m grid cell,,-80.66536878,25.22466584
AA20140,11/10/2010 0:00,helicopter,SSy,Cocoplum Shrubland,100,10,70,30,0,10,4,0,none,,50m x 50m grid cell,SSy because chrica 63perc of cell. Fringe of rhiman.,-80.67426171,25.24048946
AA20097,11/10/2010 0:00,helicopter,CMrO,Red Mangrove Scrub-Open Marsh,50,2,0,70,30,0,2,1,none,,50m x 50m grid cell,,-80.68170619,25.24140876
AA20126,11/10/2010 0:00,helicopter,CMrGc,Red Mangrove Scrub-Sawgrass Marsh,60,2,0,40,60,0,2,1,none,,50m x 50m grid cell,Found elecel in smaller patches.,-80.67771308,25.24952773
AA20076,11/10/2010 0:00,helicopter,CMrO,Red Mangrove Scrub-Open Marsh,60,2,0,70,30,0,4.5,1,none,,50m x 50m grid cell,Borderline CMrGe with clajam patches.,-80.67077193,25.24590014
AA20155,11/10/2010 0:00,helicopter,CMrGc,Red Mangrove Scrub-Sawgrass Marsh,60,2,0,30,70,0,2,1,none,,50m x 50m grid cell,Found elecel in smaller patches.,-80.66231934,25.2503964
AA20259,11/10/2010 0:00,helicopter,MFGX,Mixed Graminoid Freshwater Marsh,70,1,0,5,95,0,2,1,none,,50m x 50m grid cell,Mixed clajam elecel.,-80.66031453,25.25716482
AA20257,11/10/2010 0:00,helicopter,MFGe,Spikerush Marsh,30,1,0,0,100,0,0,1,none,,50m x 50m grid cell,Deep water marsh with floating periphyton mat. Large patch of rhytra on NW.,-80.67967299,25.25946575
AA20069,11/10/2010 0:00,helicopter,MFGcTS,Tall Sawgrass Marsh-Sparse,70,2,0,10,90,0,2,2,none,,50m x 50m grid cell,,-80.68014941,25.26714287
AA20244,11/10/2010 0:00,helicopter,MFGX,Mixed Graminoid Freshwater Marsh,30,1,0,0,100,0,0,1,none,,50m x 50m grid cell,Mixed elecel rhytra. Tree island on S is chrica myrcer.,-80.67369167,25.2680318
AA20100,11/10/2010 0:00,helicopter,MFGcSS,Short Sawgrass Marsh-Sparse,60,1,0,10,90,0,2,1,none,,50m x 50m grid cell,,-80.6885472,25.2843191
AA20240,11/10/2010 0:00,helicopter,MFGcSS,Short Sawgrass Marsh-Sparse,75,2,0,5,95,0,2,1,none,,50m x 50m grid cell,,-80.68753543,25.29154148
AA20213,11/10/2010 0:00,helicopter,MFGcSS,Short Sawgrass Marsh-Sparse,60,1,0,10,90,0,2,1,none,,50m x 50m grid cell,,-80.67661961,25.28745417
AA20108,11/10/2010 0:00,helicopter,SSB,Bayhead Shrubland,100,4,10,70,20,7,4,2,none,,50m x 50m grid cell,SSB code overrides WSH found here. Borderline SSy with 40perc chrica. Surrounded by MFGcSD.,-80.66421714,25.2824596
AA20166,11/10/2010 0:00,helicopter,SSB,Bayhead Shrubland,100,5,30,50,20,10,5,2,none,,50m x 50m grid cell,SSB code overrides WSH found here.,-80.65579108,25.27657027
AA20170,11/17/2010 0:00,helicopter,MFGcSS,Short Sawgrass Marsh-Sparse,60,1,0,5,95,0,2,1,none,,50m x 50m grid cell,,-80.63342236,25.28374091
AA20177,11/17/2010 0:00,helicopter,MFGcSS,Short Sawgrass Marsh-Sparse,70,1,0,0,100,0,0,1,none,,50m x 50m grid cell,,-80.64487638,25.27293215
AA20235,11/17/2010 0:00,helicopter,MFGcSS,Short Sawgrass Marsh-Sparse,75,1,0,2,98,0,2,1,none,,50m x 50m grid cell,,-80.63247671,25.26793494
AA20214,11/17/2010 0:00,helicopter,MFGXcr,Sawgrass-Rhynchospora Marsh,70,1,0,5,95,0,1,1,none,,50m x 50m grid cell,,-80.63149449,25.26432023
AA20038,11/17/2010 0:00,helicopter,MFGcSS,Short Sawgrass Marsh-Sparse,80,1,0,10,90,0,2,1,none,,50m x 50m grid cell,,-80.62555251,25.25888689
AA20262,11/17/2010 0:00,helicopter,MFGXcr,Sawgrass-Rhynchospora Marsh,70,1,0,0,100,0,0,1,none,,50m x 50m grid cell,,-80.62256637,25.26113695
AA20018,11/17/2010 0:00,helicopter,MFGXcr,Sawgrass-Rhynchospora Marsh,70,1,0,5,95,0,1,1,none,,50m x 50m grid cell,,-80.62005277,25.27106421
AA20190,11/17/2010 0:00,helicopter,MFGXcr,Sawgrass-Rhynchospora Marsh,75,1,0,5,95,0,2,1,none,,50m x 50m grid cell,,-80.62499217,25.27965594
AA20083,11/17/2010 0:00,helicopter,CStGcS,Cypress Scrub-Short Sawgrass Marsh,60,2,0,20,80,0,2,1,none,,50m x 50m grid cell,MFGXcr understory.,-80.614041,25.28775526
AA20027,11/17/2010 0:00,helicopter,MFGXcr,Sawgrass-Rhynchospora Marsh,65,1,0,10,90,0,2,1,none,,50m x 50m grid cell,,-80.61554232,25.28414693
AA20033,11/17/2010 0:00,helicopter,CStGcS,Cypress Scrub-Short Sawgrass Marsh,60,2,0,20,80,0,2,1,none,,50m x 50m grid cell,MFGXcr understory.,-80.61607732,25.27195698
AA20241,11/17/2010 0:00,helicopter,MFGXcr,Sawgrass-Rhynchospora Marsh,70,1,0,10,90,0,2,1,none,,50m x 50m grid cell,,-80.61309211,25.27375531
AA20206,11/17/2010 0:00,helicopter,CMrGc,Red Mangrove Scrub-Sawgrass Marsh,80,2,0,60,40,0,2,1,none,,50m x 50m grid cell,,-80.60965066,25.26290949
AA20071,11/17/2010 0:00,helicopter,CMrGe,Red Mangrove Scrub-Spikerush Marsh,50,2,0,70,30,0,2,1,none,,50m x 50m grid cell,,-80.61019477,25.24801036
AA20184,11/17/2010 0:00,helicopter,CMrO,Red Mangrove Scrub-Open Marsh,30,2,0,80,20,0,2,1,none,,50m x 50m grid cell,CMrGe acceptable.,-80.61767592,25.23719312
AA20040,11/17/2010 0:00,helicopter,CMrO,Red Mangrove Scrub-Open Marsh,70,2,0,100,0,0,2,0,none,,50m x 50m grid cell,,-80.61785924,25.17849397
AA20077,11/17/2010 0:00,helicopter,CMrO,Red Mangrove Scrub-Open Marsh,60,2,0,85,15,0,2,1,none,,50m x 50m grid cell,Understory 9perc graminoid spovir dominant.,-80.60393353,25.18839116
AA20208,11/17/2010 0:00,helicopter,FMXX,Mixed Mangrove Forest-Mixed,100,12,80,20,0,12,3,0,none,,50m x 50m grid cell,Mixed aviger conere rhiman. Exotic thepop below threshold.,-80.61679904,25.20016499
AA20124,11/17/2010 0:00,helicopter,ONWo,Open Water,NA,NA,0,0,0,0,0,0,none,,50m x 50m grid cell,,-80.61228525,25.21505389
AA20084,11/17/2010 0:00,helicopter,CMrO,Red Mangrove Scrub-Open Marsh,60,2,0,80,20,0,4,1,none,,50m x 50m grid cell,Understory 12perc graminoid elecel dominant. Shrubs are 4m conere and 2m rhiman.,-80.60036257,25.21818288
AA20087,11/17/2010 0:00,helicopter,FMa,Black Mangrove Forest,85,10,60,40,0,10,4,0,none,,50m x 50m grid cell,Patch of thepop nearby to E.,-80.58950021,25.20099481
AA20301,11/17/2010 0:00,helicopter,FMc,Buttonwood Forest,70,20,90,0,10,20,0,1,none,,50m x 50m grid cell,,-80.58550848,25.20730516
AA20207,11/17/2010 0:00,helicopter,ONWl,Lake,10,2,0,100,0,0,2,0,none,,50m x 50m grid cell,Vegetation is clumped therefore this is not a scrub.,-80.56319205,25.20227405
AA20225,11/17/2010 0:00,helicopter,SMa,Black Mangrove Shrubland,85,10,20,60,20,10,4,1,none,,50m x 50m grid cell,SMa code overrides WMaG found here. Split cell classified SW.,-80.56217524,25.20904405
AA20116,11/17/2010 0:00,helicopter,CMrGc,Red Mangrove Scrub-Sawgrass Marsh,60,2,0,70,30,0,2,2,none,,50m x 50m grid cell,,-80.59039151,25.23125006
AA20239,11/17/2010 0:00,helicopter,CMrO,Red Mangrove Scrub-Open Marsh,60,2,10,70,20,10,2,1,none,,50m x 50m grid cell,Understory 12perc graminoid elecel dominant.,-80.57994668,25.23709067
AA20089,11/17/2010 0:00,helicopter,CMrO,Red Mangrove Scrub-Open Marsh,40,2,0,80,20,0,2,1,none,,50m x 50m grid cell,,-80.59729518,25.24526656
AA20258,11/17/2010 0:00,helicopter,CMrO,Red Mangrove Scrub-Open Marsh,30,2,0,70,30,0,2,1,none,,50m x 50m grid cell,,-80.60026809,25.24708077
AA20227,11/17/2010 0:00,helicopter,CMrGe,Red Mangrove Scrub-Spikerush Marsh,60,2,0,70,30,0,2,1,none,,50m x 50m grid cell,,-80.58981174,25.25608274
AA20173,11/17/2010 0:00,helicopter,CStGcS,Cypress Scrub-Short Sawgrass Marsh,70,4,0,30,70,0,4,1,none,,50m x 50m grid cell,,-80.58474982,25.28451501
AA20067,11/17/2010 0:00,helicopter,CStGcS,Cypress Scrub-Short Sawgrass Marsh,70,4,0,30,70,0,4,1,none,,50m x 50m grid cell,,-80.59120146,25.28588762
AA20254,11/17/2010 0:00,helicopter,CStGcS,Cypress Scrub-Short Sawgrass Marsh,70,3,0,25,75,0,3,1,none,,50m x 50m grid cell,,-80.59317897,25.28860226
AA20186,11/17/2010 0:00,helicopter,MFGcSS,Short Sawgrass Marsh-Sparse,70,1,0,15,85,0,2,1,none,,50m x 50m grid cell,Not CMrGc because 10perc rhiman is clumped.,-80.56291759,25.2790336
AA20104,11/17/2010 0:00,helicopter,CMrO,Red Mangrove Scrub-Open Marsh,70,2,0,80,20,0,2,1,none,,50m x 50m grid cell,Understory 11perc graminoid elecel dominant.,-80.5415602,25.27987186
AA20078,11/17/2010 0:00,helicopter,CMrGc,Red Mangrove Scrub-Sawgrass Marsh,65,2,0,70,30,0,2,1,none,,50m x 50m grid cell,,-80.52269092,25.2793605
AA20002,12/16/2010 0:00,helicopter,CMrD,Red Mangrove Scrub-Dominant,95,2,0,100,0,0,2,0,none,,50m x 50m grid cell,,-80.51249117,25.22198299
AA20238,12/16/2010 0:00,helicopter,CMrGe,Red Mangrove Scrub-Spikerush Marsh,80,2,0,80,20,0,2,1,none,,50m x 50m grid cell,Taller shrubs by creek.,-80.52289381,25.2274353
AA20176,12/16/2010 0:00,helicopter,CMrGe,Red Mangrove Scrub-Spikerush Marsh,70,2,0,70,30,0,2,1,none,,50m x 50m grid cell,,-80.53624333,25.24147525
AA20220,12/16/2010 0:00,helicopter,CMcGc,Buttonwood Scrub-Sawgrass Marsh,75,3,10,40,50,5,4,2,none,,50m x 50m grid cell,Only 16% bayhead species for entire cell,-80.54665875,25.24421677
AA20118,12/16/2010 0:00,helicopter,CMrO,Red Mangrove Scrub-Open Marsh,30,2,0,80,20,0,2,1,none,,50m x 50m grid cell,Understory 6perc elecel.,-80.55653556,25.25869573
AA20187,12/16/2010 0:00,helicopter,CMrO,Red Mangrove Scrub-Open Marsh,40,2,0,70,30,0,2,1,none,,50m x 50m grid cell,Understory 12perc elecel. Creek on E.,-80.55652572,25.26140488
AA20228,12/16/2010 0:00,helicopter,CMrO,Red Mangrove Scrub-Open Marsh,30,2,0,80,20,0,2,1,none,,50m x 50m grid cell,Understory 6perc elecel.,-80.55106386,25.26138838
AA20055,12/16/2010 0:00,helicopter,CMrO,Red Mangrove Scrub-Open Marsh,40,2,0,80,20,0,2,1,none,,50m x 50m grid cell,Understory 8perc graminoid elecel dominant. NW patch of clajam.,-80.55401501,25.26907333
AA20061,12/16/2010 0:00,helicopter,CMrGe,Red Mangrove Scrub-Spikerush Marsh,40,2,0,60,40,0,2,1,none,,50m x 50m grid cell,Small tree island in center is conere rhiman myrcer.,-80.56594059,25.26685123
AA20237,12/16/2010 0:00,helicopter,CMrO,Red Mangrove Scrub-Open Marsh,20,2,0,80,20,0,2,1,none,,50m x 50m grid cell,Understory 4perc elecel. Very open. some periphyton.,-80.57637611,25.26462389
AA20058,12/16/2010 0:00,helicopter,FMc,Buttonwood Forest,90,20,70,30,0,20,4,0,none,,50m x 50m grid cell,,-80.52823735,25.25770497
AA20057,12/16/2010 0:00,helicopter,CMrGc,Red Mangrove Scrub-Sawgrass Marsh,60,2,0,40,60,0,2,1,none,,50m x 50m grid cell,Many rhiman seedlings in clajam.,-80.51277147,25.27616739
AA20143,12/16/2010 0:00,helicopter,MFGcTD,Tall Sawgrass Marsh-Dense,80,2,0,10,90,0,2,2,none,,50m x 50m grid cell,,-80.51224419,25.28384161
AA20005,12/16/2010 0:00,helicopter,CMrO,Red Mangrove Scrub-Open Marsh,50,2,0,90,10,0,2,1,none,,50m x 50m grid cell,Pieces of tree islands at NW and SW.,-80.50483703,25.27343182
AA20253,12/16/2010 0:00,helicopter,SMr,Red Mangrove Shrubland,90,3,0,80,20,0,3,1,none,,50m x 50m grid cell,Patch of clajam on SE.,-80.49939134,25.26934971
AA20045,12/16/2010 0:00,helicopter,CMrO,Red Mangrove Scrub-Open Marsh,40,2,0,90,10,0,2,1,none,,50m x 50m grid cell,Split cell. Minority tree island with conere mettox rhiman aviger cocuvi chrica.,-80.50984271,25.26351492
AA20050,12/16/2010 0:00,helicopter,CMrO,Red Mangrove Scrub-Open Marsh,50,2,0,80,20,0,2,1,none,,50m x 50m grid cell,Understory 10perc elecel. Periphyton mats.,-80.5014071,25.26213209
AA20245,12/16/2010 0:00,helicopter,SMa,Black Mangrove Shrubland,90,4,30,60,10,10,4,1,none,,50m x 50m grid cell,SMa code overrides WMaS found here,-80.4505426,25.20009232
AA20088,12/16/2010 0:00,helicopter,FMa,Black Mangrove Forest,80,6,65,35,0,6,4,0,none,,50m x 50m grid cell,,-80.50410779,25.20840918
AA20043,12/16/2010 0:00,helicopter,WMaG,Black Mangrove-Graminoid Marsh,90,7,20,30,50,7,4,1,none,,50m x 50m grid cell,MSGo understory.,-80.4897147,25.20836021
AA20133,12/16/2010 0:00,helicopter,WMXac,Black Mangrove-Buttonwood Woodland,90,10,50,14,36,10,2,1,none,,50m x 50m grid cell,MSS understory.,-80.48373989,25.21285477
AA20056,12/16/2010 0:00,helicopter,FMXar,Black Mangrove-Red Mangrove Forest,80,12,70,30,0,12,4,0,none,,50m x 50m grid cell,,-80.49512197,25.22102162
AA20200,12/16/2010 0:00,helicopter,CMrO,Red Mangrove Scrub-Open Marsh,60,2,10,70,20,8,2,2,none,,50m x 50m grid cell,Understory 12perc graminoid elecel dominant.,-80.50545615,25.24318151
AA20112,12/16/2010 0:00,helicopter,CMrO,Red Mangrove Scrub-Open Marsh,30,2,10,70,20,10,2,1,none,,50m x 50m grid cell,Understory 6perc graminoid elecel dominant.,-80.5029555,25.24768841
AA20317,12/16/2010 0:00,helicopter,CMrO,Red Mangrove Scrub-Open Marsh,40,2,0,90,10,0,2,1,none,,50m x 50m grid cell,Understory 4perc elecel.,-80.49253526,25.24312667
AA20174,12/16/2010 0:00,helicopter,CMrO,Red Mangrove Scrub-Open Marsh,40,2,0,90,10,0,2,1,none,,50m x 50m grid cell,Understory 4perc elecel. Lots of casequ in area.,-80.49053049,25.25080677
AA20164,12/16/2010 0:00,helicopter,CMrGc,Red Mangrove Scrub-Sawgrass Marsh,60,2,0,50,50,0,2,1,none,,50m x 50m grid cell,,-80.47959051,25.25483237
AA20218,12/16/2010 0:00,helicopter,CMrGc,Red Mangrove Scrub-Sawgrass Marsh,60,2,0,60,40,0,2,1,none,,50m x 50m grid cell,Tree island on S is conere dominated with cocuvi mettox rhiman casequi.,-80.47212544,25.25886961
AA20101,12/16/2010 0:00,helicopter,CMrO,Red Mangrove Scrub-Open Marsh,20,2,0,90,10,0,2,1,none,,50m x 50m grid cell,Understory 2perc elecel. Tree island on E is conere dominated with rhiman sidrec.,-80.46619685,25.2520754
AA20146,12/16/2010 0:00,helicopter,ONWo,Open Water,0,0,0,0,0,0,0,0,none,,50m x 50m grid cell,,-80.45380887,25.24661179
AA20041,12/16/2010 0:00,helicopter,CMrGe,Red Mangrove Scrub-Spikerush Marsh,70,2,0,50,50,0,2,1,none,,50m x 50m grid cell,,-80.45529022,25.24842336
AA20316,12/16/2010 0:00,helicopter,CMrO,Red Mangrove Scrub-Open Marsh,30,2,0,90,10,0,2,1,none,,50m x 50m grid cell,Understory 2perc elecel. Mostly open water.,-80.45625353,25.25430289
AA20230,12/16/2010 0:00,helicopter,CMrO,Red Mangrove Scrub-Open Marsh,30,2,0,90,10,0,2,1,none,,50m x 50m grid cell,Understory 3perc elecel. Mostly open water.,-80.44682156,25.25471325
AA20064,12/16/2010 0:00,helicopter,CMrO,Red Mangrove Scrub-Open Marsh,50,2,0,80,20,0,2,1,none,,50m x 50m grid cell,Understory 10perc graminoid clajam dominant.,-80.46165878,25.26786234
AA20060,12/16/2010 0:00,helicopter,CMrGc,Red Mangrove Scrub-Sawgrass Marsh,50,2,0,70,30,0,2,1,none,,50m x 50m grid cell,,-80.47803731,25.26972726
AA20233,12/16/2010 0:00,helicopter,CMrGc,Red Mangrove Scrub-Sawgrass Marsh,70,2,0,50,50,0,2,1,none,,50m x 50m grid cell,,-80.47850299,25.27695333
AA30017,2/23/2012 0:00,helicopter,MFGn,Sand Cordgrass Marsh,100,1,0,20,80,0,4,1,none,,50m x 50m grid cell,"Shrubs clustered in SE corner of cell, marsh is the dominant community",-81.05959302,25.39797073
AA30005,2/23/2012 0:00,helicopter,CMrGj,Red Mangrove Scrub-Black Rush Marsh,100,3,10,30,60,5,3,1,none,,50m x 50m grid cell,,-81.03622529,25.38533548
AA30023,2/23/2012 0:00,helicopter,MFGcSD,Short Sawgrass Marsh-Dense,100,1.5,0,0,100,0,0,1.5,none,ElS,50m x 50m grid cell,Exotic lygmic returning to this burned area.,-81.05164279,25.40610127
AA30037,2/23/2012 0:00,helicopter,SSB,Bayhead Shrubland,80,4,20,60,20,5,4,1,none,,50m x 50m grid cell,Burned about a year ago.,-81.07053957,25.41557554
AA30036,2/23/2012 0:00,helicopter,MSGj,Black Rush Marsh,90,1,0,0,100,0,0,1,none,,50m x 50m grid cell,Much schter in area seen between last point and this one.,-81.0919182,25.41556372
AA30034,2/23/2012 0:00,helicopter,FMXar,Black Mangrove-Red Mangrove Forest,95,10,95,5,0,10,3,0,none,,50m x 50m grid cell,FMa acceptable.,-81.09589383,25.41330354
AA30051,2/23/2012 0:00,helicopter,SMl,White Mangrove Shrubland,90,3,10,90,0,7,3,0,none,,50m x 50m grid cell,Dead lagrac with dead tops and resprouts.,-81.10287295,25.4354237
AA30054,2/23/2012 0:00,helicopter,WMaG,Black Mangrove-Graminoid Marsh,90,9,20,40,40,9,3,1,none,EsS,50m x 50m grid cell,MFG MSG juncus on SE.,-81.08547368,25.44220777
AA30052,2/23/2012 0:00,helicopter,SMXar,Black Mangrove-Red Mangrove Shrubland,100,3,10,75,10,10,3,1,none,EsS,50m x 50m grid cell,,-81.06408701,25.43589727
AA30048,2/23/2012 0:00,helicopter,MSGj,Black Rush Marsh,100,3,10,25,65,5,3,1,none,,50m x 50m grid cell,,-81.04021699,25.43139046
AA30050,2/23/2012 0:00,helicopter,FMr,Red Mangrove Forest,100,10,85,25,0,10,3,0,none,,50m x 50m grid cell,No picture of datasheet,-81.04071559,25.43545408
AA30056,2/23/2012 0:00,helicopter,MSGj,Black Rush Marsh,90,1.5,0,30,60,0,4,2,none,,50m x 50m grid cell,Mangrove shrubs clumped,-81.03475056,25.44268006
AA30137,2/23/2012 0:00,helicopter,CUC,Coastal Hardwood Scrub,100,6,20,10,70,6,2,1,none,,50m x 50m grid cell,Peculiar vegetation mix. CUG acceptable if including shorter trees with shrub layer.,-81.17120397,25.22900936
AA30147,2/23/2012 0:00,helicopter,Fma,Black Mangrove Forest,80,10,60,30,10,10,4,1,none,,50m x 50m grid cell,Tree cover slightly underestimated,-81.16624904,25.2357881
AA30144,2/23/2012 0:00,helicopter,SMXlr,White Mangrove-Red Mangrove Shrubland,100,7,20,80,0,7,3,0,none,,50m x 50m grid cell,shrubland with some emergent trees,-81.14142431,25.23355625
AA30156,2/23/2012 0:00,helicopter,FMXar,Black Mangrove-Red Mangrove Forest,100,12,90,10,0,12,2,0,none,,50m x 50m grid cell,,-81.15236668,25.25025231
AA30158,2/23/2012 0:00,helicopter,FMXar,Black Mangrove-Red Mangrove Forest,100,10,50,45,5,10,4,1,none,,50m x 50m grid cell,Some FMr.,-81.14144417,25.25071471
AA30150,2/23/2012 0:00,helicopter,FMc,Buttonwood Forest,100,12,84,15,1,12,4,1,none,,50m x 50m grid cell,,-81.13150584,25.24304774
AA30152,2/23/2012 0:00,helicopter,SMXac,Black Mangrove-Buttonwood Shrubland,90,4,20,80,0,7,4,0,none,,50m x 50m grid cell,shrubland with some emergent trees,-81.12703947,25.2448578
AA30161,2/23/2012 0:00,helicopter,FMXac,Black Mangrove-Buttonwood Forest,100,8,50,50,0,8,3,0,none,,50m x 50m grid cell,,-81.12208189,25.2520866
AA30171,2/23/2012 0:00,helicopter,WMXac,Black Mangrove-Buttonwood Woodland,100,8,40,45,15,8,4,1,none,,50m x 50m grid cell,,-81.11812249,25.26518443
AA30169,2/23/2012 0:00,helicopter,SMa,Black Mangrove Shrubland,70,4,0,80,20,0,4,1,none,,50m x 50m grid cell,,-81.12159752,25.26427854
AA30168,2/23/2012 0:00,helicopter,FMXar,Black Mangrove-Red Mangrove Forest,95,13,80,20,0,13,3,0,none,,50m x 50m grid cell,No picture of datasheet,-81.14145986,25.26426084
AA30175,2/23/2012 0:00,helicopter,ONW,Water,25,6,80,20,0,6,4,0,none,,50m x 50m grid cell,Mostly open mud at low tide. Vegetation listed is the minor vegetated component,-81.15587043,25.272374
AA30182,2/23/2012 0:00,helicopter,ONW,Water,0,0,0,0,0,0,0,0,none,,50m x 50m grid cell,No vegetation.,-81.15935246,25.27688565
AA30181,2/23/2012 0:00,helicopter,FMXar,Black Mangrove-Red Mangrove Forest,100,10,95,5,0,12,3,0,none,,50m x 50m grid cell,,-81.13303412,25.27871787
AA30177,2/23/2012 0:00,helicopter,CMrO,Red Mangrove Scrub-Open Marsh,70,3,0,95,5,0,3,1,none,,50m x 50m grid cell,,-81.1111776,25.27286597
AA30011,2/17/2012 0:00,helicopter,SSBT,Transitional Bayhead Shrubland,95,3,20,40,40,10,3,2,none,,50m x 50m grid cell,Even mix of bayhead and mangrove species,-80.95768668,25.39707365
AA30014,2/17/2012 0:00,helicopter,CMrO,Red Mangrove Scrub-Open Marsh,35,3,5,85,10,7,3,1,none,,50m x 50m grid cell,Found 65perc ONWo.,-80.94376888,25.39481134
AA30007,2/17/2012 0:00,helicopter,SSBT,Transitional Bayhead Shrubland,70,3,40,40,20,10,3,1,none,,50m x 50m grid cell,Even mix of bayhead and mangrove species,-80.96713468,25.3857878
AA30002,2/17/2012 0:00,helicopter,CSBTGc,Transitional Bayhead Swamp Scrub-Sawgrass Marsh,70,3,0,30,70,0,3,1,none,,50m x 50m grid cell,Only 10.5% mangrove cover,-80.98303964,25.3916604
AA30008,2/17/2012 0:00,helicopter,CMrGc,Red Mangrove Scrub-Sawgrass Marsh,80,3,5,45,50,7,3,2,none,,50m x 50m grid cell,,-80.99646092,25.38714602
AA30001,2/17/2012 0:00,helicopter,FMr,Red Mangrove Forest,100,15,70,20,10,15,3,2,none,,50m x 50m grid cell,,-81.00391699,25.39166132
AA30012,2/17/2012 0:00,helicopter,SMr,Red Mangrove Shrubland,100,3,5,55,40,8,3,2,none,,50m x 50m grid cell,,-81.00491122,25.39346741
AA30015,2/17/2012 0:00,helicopter,CMXlrGc,White Mangrove-Red Mangrove Scrub-Sawgrass Marsh,80,3,5,55,40,8,3,2,none,,50m x 50m grid cell,There is 15% difference between rhiman and lagrac.,-81.01336185,25.39482148
AA30112,2/17/2012 0:00,helicopter,CMrO,Red Mangrove Scrub-Open Marsh,65,2,5,80,15,5,2,1,none,,50m x 50m grid cell,Only 9.7% herb cover. Scrub based on height.,-80.99795231,25.37540624
AA30109,2/17/2012 0:00,helicopter,SMr,Red Mangrove Shrubland,80,3,5,80,15,NA,3,1,none,,50m x 50m grid cell,,-80.970618,25.3695334
AA30099,2/17/2012 0:00,helicopter,CMrO,Red Mangrove Scrub-Open Marsh,60,2,0,85,15,0,2,1,none,,50m x 50m grid cell,Only 9% herb cover. Scrub based on height.,-80.96664531,25.35779271
